受访者 ID,年龄 ,Gender, 地区 ,答题时长(秒),Q1_整体满意度,Q2_推荐意愿,Q3_使用频率,Q4_是否购买,Q5_界面满意度,Q6_功能满意度,Q7_体验评分,Q8_性价比评分,Q9_复购意愿
R04040,36-45,男,上海,129,一般,可能会,经常,是,满意,可能会,8,9,总是
R04041,26-35,男,广州,600,非常满意,肯定会,经常,否,非常满意,不确定,3,10,偶尔
R04042,46-55,男,深圳,264,满意,可能会,很少,是,一般,不确定,2,2,总是
R04043,26-35,女,成都,415,非常满意,可能会,经常,是,非常满意,可能会,9,2,经常
R04044,26-35,男,广州,471,满意,可能会,偶尔,是,一般,可能会,1,2,偶尔
R04045,26-35,男,杭州,574,满意,可能不会,偶尔,是,非常不满意,可能不会,7,9,很少
R04046,36-45,男,杭州,179,一般,可能会,经常,是,非常不满意,肯定不会,2,2,偶尔
R04047,36-45,男,杭州,553,满意,肯定不会,偶尔,是,不满意,不确定,9,3,经常
R04048,26-35,男,深圳,128,满意,肯定会,经常,是,满意,可能会,4,3,偶尔
R04049,36-45,女,上海,167,非常不满意,肯定会,偶尔,是,一般,不确定,10,3,很少
R04050,26-35,男,上海,245,一般,肯定不会,总是,否,满意,可能会,1,6,偶尔
R04051,26-35,男,深圳,317,非常满意,不确定,总是,是,不满意,肯定会,1,5,经常
R04052,26-35,男,广州,464,一般,肯定会,经常,是,一般,肯定会,8,1,经常
R04053,26-35,女,上海,566,满意,肯定会,偶尔,否,一般,不确定,10,4,很少
R04054,26-35,女,深圳,169,一般,可能不会,偶尔,否,非常不满意,肯定会,10,8,很少
R04055,26-35,男,北京,165,一般,可能会,经常,否,一般,肯定不会,7,5,经常
R04056,36-45,男,上海,554,不满意,可能会,经常,否,满意,不确定,7,9,经常
R04057,36-45,女,杭州,254,不满意,肯定会,总是,否,满意,不确定,1,8,经常
R04058,46-55,男,上海,83,非常满意,可能会,经常,是,非常满意,可能会,9,5,偶尔
R04059,36-45,女,上海,368,不满意,可能不会,偶尔,是,一般,肯定不会,2,9,总是
R04060,36-45,男,深圳,493,满意,肯定会,很少,是,满意,可能会,5,5,总是
R04061,26-35,女,北京,419,非常满意,可能不会,经常,是,一般,不确定,3,2,经常
R04062,36-45,女,杭州,67,非常满意,肯定会,很少,是,满意,不确定,8,2,从不
R04063,18-25,男,广州,591,一般,不确定,总是,否,非常满意,可能不会,4,8,总是
R04064,18-25,男,广州,405,一般,不确定,总是,是,一般,可能会,9,10,总是
R04065,26-35,女,广州,258,一般,肯定会,经常,否,一般,肯定不会,3,8,总是
R04066,26-35,女,杭州,327,满意,可能会,从不,是,一般,肯定会,4,8,总是
R04067,26-35,男,成都,407,满意,可能会,经常,是,一般,可能不会,2,3,总是
R04068,36-45,女,上海,106,非常不满意,不确定,经常,是,非常满意,可能不会,1,4,很少
R04069,36-45,女,成都,550,满意,可能会,偶尔,否,一般,可能会,1,3,很少
R04070,18-25,男,深圳,481,一般,不确定,偶尔,是,满意,可能不会,6,9,偶尔
R04071,56+,女,广州,371,满意,可能会,偶尔,否,一般,可能会,4,5,偶尔
R04072,18-25,女,深圳,382,满意,不确定,很少,是,一般,不确定,6,10,偶尔
R04073,18-25,女,杭州,219,满意,可能不会,经常,是,一般,不确定,7,7,很少
R04074,18-25,女,成都,366,一般,可能会,从不,是,一般,可能会,7,9,很少
R04075,56+,女,深圳,535,满意,肯定会,经常,是,满意,肯定不会,5,1,总是
R04076,26-35,男,上海,498,一般,不确定,偶尔,是,非常满意,肯定会,7,8,经常
R04077,18-25,女,深圳,340,非常满意,肯定会,偶尔,否,一般,可能不会,4,5,总是
R04078,18-25,男,北京,483,一般,可能会,很少,否,一般,可能会,2,6,经常
R04079,18-25,女,杭州,217,一般,肯定会,很少,是,满意,不确定,7,1,偶尔
R04080,18-25,男,上海,497,满意,肯定会,经常,否,一般,可能不会,10,9,经常
R04081,26-35,男,深圳,295,满意,不确定,从不,是,满意,可能会,10,4,偶尔
R04082,56+,男,上海,213,一般,不确定,经常,否,满意,可能不会,8,4,经常
R04083,36-45,男,北京,223,满意,可能会,很少,否,不满意,不确定,9,7,偶尔
R04084,26-35,男,上海,330,非常满意,不确定,经常,是,一般,可能会,8,4,很少
R04085,36-45,男,杭州,528,不满意,可能不会,从不,否,一般,可能不会,9,3,偶尔
R04086,26-35,男,深圳,570,非常满意,可能会,经常,否,满意,可能会,6,4,经常
R04087,56+,男,上海,533,一般,肯定会,偶尔,是,满意,可能会,10,10,偶尔
R04088,46-55,女,深圳,386,满意,可能不会,很少,是,不满意,肯定不会,3,3,总是
R04089,36-45,女,上海,377,非常不满意,可能会,总是,否,满意,不确定,9,10,经常
R04090,26-35,男,成都,283,满意,肯定不会,很少,否,一般,可能会,4,2,经常
R04091,18-25,男,北京,179,非常不满意,不确定,总是,否,一般,肯定不会,2,3,偶尔
R04092,36-45,女,深圳,427,一般,可能会,经常,否,满意,肯定会,7,4,很少
R04093,46-55,女,杭州,402,不满意,可能不会,经常,是,满意,不确定,3,10,偶尔
R04094,26-35,女,北京,519,满意,肯定会,偶尔,否,满意,不确定,3,9,很少
R04095,18-25,女,北京,428,满意,可能会,经常,是,一般,肯定会,2,9,经常
R04096,26-35,男,成都,488,一般,肯定会,经常,否,非常不满意,可能不会,3,4,偶尔
R04097,26-35,男,上海,448,非常不满意,可能会,经常,否,非常不满意,不确定,8,3,很少
R04098,18-25,男,深圳,202,一般,可能会,经常,是,不满意,可能会,9,9,偶尔
R04099,18-25,其他,成都,388,满意,肯定会,偶尔,否,满意,不确定,6,5,偶尔
R04100,18-25,女,广州,105,满意,可能不会,偶尔,是,一般,可能会,5,9,很少
R04101,18-25,女,杭州,584,非常满意,可能会,偶尔,是,一般,不确定,6,9,总是
R04102,18-25,男,上海,483,满意,肯定会,经常,是,满意,不确定,8,6,经常
R04103,18-25,男,北京,274,非常不满意,可能会,总是,否,满意,可能不会,7,1,很少
R04104,56+,男,北京,466,非常满意,可能会,经常,否,满意,不确定,3,4,总是
R04105,36-45,男,杭州,264,满意,可能会,经常,是,一般,可能会,6,9,总是
R04106,26-35,男,上海,81,满意,肯定会,经常,否,非常不满意,可能会,6,5,偶尔
R04107,26-35,女,深圳,385,满意,不确定,偶尔,否,一般,肯定会,9,2,很少
R04108,26-35,男,深圳,206,满意,肯定会,总是,是,非常不满意,不确定,3,2,很少
R04109,26-35,男,北京,563,满意,肯定会,经常,否,非常满意,不确定,9,8,经常
R04110,36-45,女,杭州,280,满意,肯定不会,经常,是,一般,可能会,10,4,经常
R04111,18-25,男,杭州,542,满意,不确定,从不,是,不满意,可能会,10,3,经常
R04112,18-25,女,杭州,84,不满意,不确定,从不,是,非常满意,肯定会,1,9,总是
R04113,26-35,男,北京,110,非常满意,肯定会,经常,否,非常不满意,肯定会,4,10,很少
R04114,46-55,男,上海,197,一般,肯定会,经常,否,满意,可能会,3,7,经常
R04115,46-55,男,成都,149,一般,肯定不会,从不,否,非常满意,可能会,4,7,经常
R04116,26-35,男,成都,263,非常满意,可能会,偶尔,否,一般,可能会,2,10,偶尔
R04117,56+,女,杭州,433,非常满意,可能会,总是,否,满意,可能会,2,1,偶尔
R04118,26-35,女,杭州,355,满意,不确定,总是,否,不满意,肯定会,2,10,偶尔
R04119,36-45,女,北京,576,满意,肯定会,偶尔,否,非常满意,可能不会,3,1,很少
R04120,18-25,男,广州,99,非常满意,可能会,经常,否,非常满意,不确定,4,3,经常
R04121,56+,女,北京,205,满意,肯定会,经常,否,一般,可能会,9,4,经常
R04122,26-35,男,成都,152,满意,肯定会,偶尔,是,非常满意,可能不会,5,5,很少
R04123,26-35,男,成都,314,满意,可能不会,经常,是,满意,可能会,9,5,偶尔
R04124,26-35,男,广州,571,非常不满意,不确定,很少,否,不满意,肯定不会,2,6,偶尔
R04125,18-25,男,北京,130,满意,可能不会,偶尔,是,满意,可能会,3,4,总是
R04126,18-25,女,成都,152,非常不满意,可能会,很少,否,不满意,肯定不会,10,7,很少
R04127,26-35,女,上海,117,非常满意,肯定会,偶尔,是,一般,肯定不会,9,8,经常
R04128,56+,女,北京,539,满意,肯定会,总是,否,不满意,不确定,7,9,偶尔
R04129,46-55,女,成都,251,满意,可能会,经常,是,不满意,可能会,6,9,经常
R04130,56+,男,广州,119,非常满意,可能会,总是,是,满意,可能会,3,6,总是
R04131,46-55,女,广州,243,一般,可能会,从不,是,满意,可能会,6,2,偶尔
R04132,46-55,男,上海,215,非常满意,肯定会,经常,否,一般,肯定会,1,6,偶尔
R04133,26-35,女,杭州,84,一般,肯定不会,偶尔,否,满意,可能会,2,8,经常
R04134,36-45,男,成都,74,非常满意,可能不会,从不,是,一般,肯定不会,9,8,经常
R04135,56+,女,杭州,511,一般,可能不会,很少,是,满意,肯定会,5,2,很少
R04136,26-35,男,深圳,256,一般,可能会,总是,否,非常不满意,可能不会,8,1,从不
R04137,36-45,男,杭州,304,非常满意,不确定,很少,是,非常满意,肯定不会,3,8,偶尔
R04138,36-45,男,成都,144,满意,肯定会,偶尔,否,非常满意,肯定会,9,4,很少
R04139,56+,男,杭州,462,非常满意,不确定,偶尔,是,一般,不确定,5,10,总是
R04140,26-35,女,北京,575,满意,肯定会,经常,否,一般,不确定,7,5,经常
R04141,26-35,男,广州,260,非常满意,可能不会,经常,是,非常满意,可能会,6,9,经常
R04142,26-35,女,深圳,572,不满意,可能会,总是,是,非常不满意,肯定会,3,10,很少
R04143,18-25,男,成都,94,满意,可能会,经常,否,非常满意,可能会,5,4,偶尔
R04144,18-25,女,上海,260,一般,可能不会,经常,否,非常满意,可能会,7,6,偶尔
R04145,18-25,男,杭州,409,非常满意,可能不会,很少,是,满意,肯定不会,4,9,经常
R04146,36-45,男,成都,567,非常满意,可能会,经常,否,一般,不确定,4,3,总是
R04147,56+,女,广州,346,一般,可能不会,很少,是,非常满意,肯定不会,7,2,经常
R04148,36-45,女,广州,105,不满意,不确定,经常,是,满意,可能不会,1,1,偶尔
R04149,18-25,男,广州,515,满意,肯定会,经常,否,不满意,肯定不会,4,2,总是
R04150,26-35,女,成都,511,非常满意,不确定,经常,是,一般,肯定不会,6,4,经常
R04151,56+,女,北京,306,非常满意,肯定会,总是,是,不满意,肯定会,3,9,偶尔
R04152,26-35,男,深圳,249,非常满意,不确定,总是,否,满意,肯定不会,3,6,经常
R04153,18-25,其他,成都,565,非常满意,不确定,经常,是,一般,可能会,3,3,经常
R04154,46-55,女,上海,333,非常不满意,可能会,经常,是,满意,肯定会,9,5,总是
R04155,18-25,女,上海,294,一般,可能会,总是,是,满意,可能会,5,3,很少
R04156,18-25,女,深圳,368,满意,肯定会,经常,是,一般,可能不会,5,5,偶尔
R04157,36-45,男,成都,251,满意,可能会,经常,否,满意,可能不会,3,1,偶尔
R04158,46-55,男,成都,142,非常满意,肯定会,经常,是,满意,可能会,4,4,从不
R04159,18-25,男,北京,284,一般,不确定,很少,否,满意,可能会,3,7,偶尔
R04160,56+,男,杭州,359,一般,不确定,偶尔,否,不满意,不确定,1,3,经常
R04161,26-35,女,上海,292,非常满意,可能不会,很少,否,非常不满意,可能会,2,2,经常
R04162,26-35,男,深圳,72,满意,可能会,经常,是,一般,肯定不会,7,4,偶尔
R04163,46-55,其他,杭州,372,满意,肯定会,很少,是,一般,肯定会,8,6,总是
R04164,26-35,男,广州,81,满意,可能不会,很少,是,满意,可能会,7,2,很少
R04165,56+,女,成都,528,满意,可能会,偶尔,是,非常满意,肯定不会,4,3,总是
R04166,36-45,男,广州,184,一般,不确定,偶尔,是,一般,可能会,7,4,经常
R04167,46-55,男,深圳,514,一般,不确定,总是,是,一般,可能不会,3,8,很少
R04168,26-35,女,上海,327,一般,肯定会,偶尔,否,非常不满意,不确定,6,9,偶尔
R04169,18-25,男,北京,244,一般,可能会,从不,是,满意,可能不会,9,2,偶尔
R04170,36-45,男,广州,346,满意,可能会,经常,否,满意,不确定,9,9,经常
R04171,46-55,其他,北京,545,一般,可能会,经常,否,非常不满意,可能会,5,8,总是
R04172,18-25,男,广州,127,满意,肯定会,很少,否,一般,肯定会,5,7,很少
R04173,18-25,男,杭州,281,一般,可能会,经常,是,非常不满意,肯定会,6,6,偶尔
R04174,18-25,其他,杭州,460,一般,可能会,很少,是,非常满意,可能会,8,8,经常
R04175,36-45,男,深圳,117,满意,肯定会,经常,是,满意,肯定会,4,10,经常
R04176,18-25,女,广州,484,一般,可能会,偶尔,是,一般,可能会,9,3,经常
R04177,18-25,男,杭州,518,一般,可能会,偶尔,是,非常满意,可能会,10,3,总是
R04178,56+,男,杭州,78,满意,肯定会,总是,是,满意,可能不会,5,4,偶尔
R04179,36-45,男,杭州,296,满意,不确定,偶尔,是,一般,可能会,1,10,总是
R04180,36-45,女,北京,271,非常满意,不确定,经常,否,非常满意,不确定,3,4,很少
R04181,36-45,其他,杭州,241,满意,可能会,总是,是,一般,可能会,10,4,偶尔
R04182,36-45,女,深圳,562,一般,肯定会,从不,是,一般,肯定不会,9,10,偶尔
R04183,26-35,男,深圳,346,满意,可能会,经常,否,一般,肯定会,10,7,偶尔
R04184,18-25,女,北京,261,一般,可能会,经常,是,一般,可能会,6,5,很少
R04185,26-35,男,北京,486,不满意,可能会,经常,否,满意,可能会,3,7,经常
R04186,36-45,女,广州,122,不满意,可能会,经常,是,一般,可能不会,3,2,经常
R04187,26-35,女,杭州,528,满意,肯定会,总是,是,满意,不确定,8,8,经常
R04188,56+,女,成都,84,满意,不确定,总是,否,一般,可能会,10,8,经常
R04189,46-55,女,广州,505,不满意,可能会,经常,是,满意,可能会,1,7,很少
R04190,46-55,女,深圳,99,非常满意,可能会,总是,是,满意,可能会,9,10,总是
R04191,26-35,男,北京,545,满意,肯定会,经常,是,一般,可能会,2,2,偶尔
R04192,56+,男,杭州,524,满意,肯定会,经常,是,满意,肯定会,9,8,偶尔
R04193,46-55,男,上海,396,满意,可能不会,从不,否,满意,可能会,8,4,偶尔
R04194,26-35,女,上海,481,满意,肯定会,从不,否,一般,可能会,8,10,很少
R04195,18-25,女,成都,299,非常满意,可能会,总是,否,不满意,肯定会,3,10,总是
R04196,26-35,女,上海,515,满意,肯定会,经常,是,非常满意,可能不会,7,8,偶尔
R04197,18-25,男,杭州,497,一般,可能会,很少,是,一般,不确定,1,8,偶尔
R04198,36-45,男,北京,71,一般,可能会,偶尔,否,非常满意,可能不会,9,10,很少
R04199,26-35,男,上海,127,满意,肯定会,经常,否,非常不满意,肯定会,8,10,从不
R04200,26-35,男,杭州,569,满意,可能会,经常,是,满意,可能会,2,9,很少
R04201,26-35,女,北京,484,满意,可能会,偶尔,否,满意,肯定不会,9,1,很少
R04202,26-35,女,上海,243,满意,不确定,偶尔,是,满意,不确定,8,6,经常
R04203,36-45,男,广州,467,满意,不确定,偶尔,否,满意,不确定,4,9,经常
R04204,18-25,女,北京,265,一般,可能会,很少,否,满意,不确定,10,10,经常
R04205,56+,女,广州,251,满意,肯定会,从不,是,一般,可能会,8,8,总是
R04206,36-45,男,广州,363,一般,不确定,偶尔,是,一般,肯定不会,8,1,经常
R04207,26-35,男,北京,389,一般,不确定,经常,是,一般,肯定会,6,3,经常
R04208,36-45,女,深圳,482,满意,可能会,偶尔,是,满意,可能会,2,7,偶尔
R04209,18-25,女,北京,104,满意,肯定会,很少,否,非常不满意,肯定不会,8,10,偶尔
R04210,18-25,女,上海,471,一般,可能会,从不,是,非常不满意,肯定会,7,5,经常
R04211,26-35,其他,上海,282,满意,可能不会,偶尔,是,非常不满意,不确定,3,5,总是
R04212,26-35,女,北京,471,一般,可能会,很少,否,非常不满意,不确定,1,10,偶尔
R04213,36-45,男,杭州,141,非常满意,可能会,偶尔,是,不满意,可能会,2,8,经常
R04214,26-35,女,上海,387,满意,可能会,很少,是,满意,不确定,10,3,偶尔
R04215,26-35,女,成都,583,非常满意,肯定会,偶尔,否,不满意,肯定会,4,2,偶尔
R04216,18-25,男,杭州,261,非常满意,可能会,偶尔,否,满意,肯定会,9,10,经常
R04217,26-35,女,杭州,523,非常不满意,可能会,经常,是,满意,可能会,9,2,经常
R04218,36-45,女,深圳,191,一般,肯定会,从不,是,满意,不确定,2,4,经常
R04219,26-35,女,杭州,319,满意,肯定会,从不,否,满意,肯定会,8,9,偶尔
R04220,26-35,男,广州,86,一般,可能不会,经常,是,满意,可能会,1,6,很少
R04221,18-25,男,北京,571,一般,可能会,经常,否,一般,可能会,5,3,总是
R04222,36-45,女,上海,522,满意,可能不会,经常,否,满意,可能会,4,4,总是
R04223,26-35,男,广州,63,非常满意,不确定,从不,否,满意,可能不会,7,10,总是
R04224,46-55,男,杭州,368,不满意,肯定不会,偶尔,是,一般,可能不会,1,1,总是
R04225,26-35,男,上海,456,一般,可能会,经常,否,非常满意,不确定,8,9,很少
R04226,18-25,男,上海,294,一般,不确定,从不,否,一般,不确定,8,6,总是
R04227,18-25,男,成都,558,一般,可能会,从不,否,不满意,肯定会,2,8,总是
R04228,26-35,男,上海,148,一般,不确定,很少,是,满意,可能不会,8,7,总是
R04229,18-25,男,上海,533,一般,不确定,经常,是,非常不满意,可能会,7,9,总是
R04230,18-25,男,杭州,186,非常满意,不确定,很少,是,满意,肯定会,6,5,很少
R04231,26-35,男,深圳,246,一般,可能会,从不,否,满意,可能不会,6,1,总是
R04232,18-25,其他,深圳,194,不满意,可能会,从不,是,非常不满意,可能不会,8,1,偶尔
R04233,26-35,女,杭州,389,满意,肯定不会,经常,是,非常满意,不确定,10,5,很少
